87: 89, 295, 306, 157, 333, 257, 55, 299, 475, 291
86: 816, 2214, 1188, 768, 2203, 815, 1672, 1180, 2210, 1853
81: 2259, 16084, 2179, 267, 2249, 2924, 6885, 6886, 6887, 6890
80: 610, 4021, 845, 903, 4940, 17953, 2429, 3028, 4497, 10299
83: 10266, 6319, 2300, 3063, 9817, 2053, 3576, 5010, 4165, 2859
82: 903, 498, 292, 1098, 89, 300, 289, 67, 4625, 1090
92: 227, 190, 498, 55, 511, 6592, 292, 377, 220, 486
95: 289, 89, 11067, 6385, 12379, 907, 6373, 318, 466, 299
94: 9651, 12118, 94, 12117, 12400, 10157, 17517, 11477, 12120, 6836
89: 230, 154, 333, 209, 65, 173, 511, 229, 234, 533
88: 2279, 1574, 1785, 8901, 13236, 14527, 14530, 14532, 16039, 2115
91: 159, 1083, 4627, 2938, 59, 429, 3359, 3279, 225, 511
90: 3098, 7944, 9420, 11672, 11961, 11770, 3598, 13035, 14509, 364
102: 4827, 220, 982, 715, 154, 2641, 2444, 65, 436, 4216
103: 1098, 59, 89, 56, 64, 70, 1400, 757, 58, 546
100: 72, 89, 59, 441, 67, 55, 289, 56, 466, 2938
101: 190, 154, 1185, 2850, 65, 486, 173, 1181, 511, 2959
98: 466, 157, 291, 318, 302, 461, 498, 298, 257, 306
99: 190, 207, 1090, 1098, 498, 716, 1375, 217, 425, 182
96: 2568, 14641, 999, 1068, 1070, 292, 6070, 89, 6667, 13651
97: 229, 173, 1098, 2600, 182, 424, 1400, 1375, 65, 217
110: 89, 67, 157, 701, 461, 349, 466, 298, 310, 302
111: 154, 418, 1090, 229, 546, 182, 190, 1400, 1098, 1375
108: 418, 11621, 518, 25, 1276, 4271, 70, 6661, 603, 955
109: 599, 706, 72, 2347, 1372, 51, 4180, 511, 735, 159
106: 1098, 72, 757, 89, 56, 238, 154, 58, 64, 1400
107: 841, 917, 1527, 1358, 1369, 1360, 947, 1257, 1344, 2379
104: 190, 154, 227, 65, 173, 377, 333, 511, 533, 486
105: 8691, 1131
119: 707, 1369, 1358, 1044, 1360, 843, 706, 4971, 1527, 957
118: 190, 154, 198, 65, 486, 173, 234, 220, 497, 230
117: 89, 289, 959, 292, 599, 511, 187, 288, 154, 1249
116: 6344, 159
115: 2886, 12083, 14123, 14131, 2842, 6541, 13274, 6958, 14127, 1132
114: 959, 511, 4180, 72, 190, 707, 51, 732, 1079, 1122
113: 227, 190, 511, 154, 486, 65, 533, 959, 378, 951
127: 706, 1412, 959, 707, 2343, 1372, 1369, 917, 176, 2347
126: 1470, 455
125: 868, 735, 498, 959, 562, 511, 163, 333, 554, 599
124: 498, 377, 486, 1098, 333, 511, 227, 234, 230, 220
123: 154, 229, 1400, 1098, 1090, 190, 173, 207, 4118, 424
122: 612
121: 291, 67, 157, 461, 680, 349, 55, 293, 523, 298
120: 89, 67, 498, 1098, 316, 302, 378, 190, 298, 310
137: 289, 89, 67, 333, 300, 288, 157, 461, 344, 498
136: 295, 538, 292, 701, 190, 525, 2439, 173, 1556, 65
139: 377, 503, 198, 154, 10299, 517, 812, 497, 830, 1185
141: 230, 808, 1406, 412, 536, 209, 1186, 481, 1814, 16875
140: 229, 228, 173, 154, 716, 533, 1375, 217, 709, 425
143: 7590, 13917, 566, 5786, 18439, 584, 8806, 3426, 1130, 987
142: 72, 1098, 159, 154, 498, 190, 67, 229, 378, 173
129: 89, 157, 349, 295, 701, 291, 318, 329, 310, 306
128: 81, 238, 6499, 1787, 4316, 204, 17613, 11007, 11016, 15407
131: 250, 3147, 16100, 245, 6489, 10663, 2813, 7337, 12335, 7683
130: 292, 466, 525, 333, 318, 329, 291, 306, 310, 325
133: 300, 333, 55, 298, 525, 227, 318, 310, 299, 455
132: 292, 67, 310, 291, 298, 55, 157, 316, 1098, 680
135: 1098, 58, 1295, 238, 56, 64, 70, 81, 757, 1062
134: 300, 157, 333, 291, 461, 298, 466, 525, 302, 295
152: 289, 681, 3403, 292, 288, 67, 321, 458, 378, 3402
153: 163, 1131, 920, 3782, 1412, 152, 1098, 4692, 2006, 227
154: 917, 190, 503, 815, 1672, 1358, 1369, 65, 154, 1861
155: 8774, 1098, 10403, 10405, 10793, 440, 72, 154, 190, 13347
156: 72, 51, 599, 1090, 182, 159, 716, 429, 1001, 59
157: 1249, 227, 959, 707, 917, 1803, 2901, 562, 724, 1415
158: 288, 295, 292, 257, 349, 289, 89, 301, 329, 157
159: 154, 89, 190, 1098, 289, 498, 229, 295, 55, 533
144: 329, 3794, 701, 543, 3866, 2102, 1428, 8363, 802, 2548
145: 89, 289, 227, 67, 292, 157, 212, 154, 190, 298
146: 67, 55, 157, 349, 525, 299, 465, 310, 1459, 329
147: 89, 67, 300, 157, 349, 295, 461, 257, 329, 466
148: 14840, 16899, 8026, 3531, 2482, 6973, 7375, 3447, 17189, 35
149: 289, 67, 292, 288, 190, 333, 154, 1098, 227, 65
150: 292, 67, 257, 300, 498, 701, 316, 298, 310, 55
151: 227, 190, 511, 377, 154, 220, 610, 486, 65, 533
171: 173, 1098, 1090, 498, 1400, 424, 533, 227, 182, 1375
170: 190, 1098, 377, 10299, 846, 1672, 173, 65, 486, 815
168: 1098, 89, 72, 17687, 238, 70, 64, 56, 67, 53
175: 5266, 2468, 2439, 304, 1447, 2436, 360, 3760, 9190, 290
174: 173, 190, 18371, 72, 7708, 10609, 289, 814, 6350, 5116
173: 292, 498, 67, 289, 333, 1098, 89, 300, 288, 344
172: 72, 1098, 70, 238, 207, 65, 229, 58, 89, 56
163: 12478, 12688, 8310, 12689, 13835, 9425, 11973, 12687, 2448, 3178
162: 292, 300, 288, 157, 55, 701, 291, 349, 461, 466
161: 5667, 923, 6812, 812, 806, 811, 1861, 487, 830, 813
166: 1452, 10987, 4565, 4214, 1055, 521, 16221, 6809, 3238, 5038
164: 173, 229, 65, 182, 498, 1090, 424, 486, 533, 1098
186: 227, 1249, 511, 209, 707, 706, 959, 536, 540, 951
187: 13817, 3936, 190, 4363, 154, 86, 2630, 997, 874, 1412
184: 1990, 1098, 1688, 418, 3902, 1063, 1068, 1070, 9724, 9928
185: 6940, 1060, 1063, 1068, 1465, 8388, 9288, 7752, 5255, 1074
190: 89, 8056, 288, 55, 3971, 300, 1081, 3976, 2548, 333
189: 15548, 7788, 9318, 3203, 12482, 5233, 10618, 6687, 236, 1502
178: 10571, 1994, 1110, 824, 2654, 4970
179: 67, 55, 295, 349, 701, 257, 318, 525, 310, 299
176: 4823, 2847, 2432, 3398, 1045, 292, 294, 816, 1810, 89
177: 707, 706, 1249, 1372, 190, 1339, 1358, 599, 562, 924
182: 16324, 292, 498, 67, 289, 3862, 1098, 89, 300, 683
183: 3200, 10848, 599
180: 162, 1098, 949, 632, 418, 14860, 1109, 1700, 5795, 726
181: 190, 154, 65, 377, 1098, 486, 229, 533, 511, 209
205: 154, 1098, 190, 229, 65, 89, 72, 1400, 289, 1090
204: 89, 4183, 289, 67, 4199, 498, 230, 288, 540, 292
207: 10924, 18292, 359, 6076, 17967, 8132, 1969, 7075, 69, 51
206: 333, 300, 498, 291, 292, 1098, 430, 67, 289, 1090
201: 289, 2959, 288, 3404, 670, 16612, 344, 292, 291, 523
200: 1412, 190, 163, 959, 1249, 1372, 735, 562, 599, 868
203: 1672, 190, 830, 377, 707, 10299, 154, 1249, 816, 198
202: 5317, 2344, 7913, 7916, 7917, 7919, 2838, 2444, 2751, 234
196: 190, 173, 533, 72, 159, 424, 203, 377, 67, 289
198: 190, 707, 815, 154, 498, 377, 65, 198, 923, 227
193: 56, 289, 89, 67, 292, 55, 288, 757, 1073, 461
192: 3999, 4018, 4001, 1672, 830, 815, 1098, 418, 500, 2429
195: 4061, 498, 65, 377, 173, 486, 511, 234, 220, 209
194: 498, 229, 190, 1400, 1090, 207, 425, 65, 89, 1375
220: 4440, 190, 173, 65, 377, 486, 511, 614, 436, 229
223: 89, 67, 55, 229, 157, 498, 190, 154, 349, 227
216: 51, 159, 59, 1001, 441, 429, 187, 193, 997, 998
217: 8494, 13757, 12276, 9962, 4398, 12291, 4778, 10447, 12166, 7359
218: 72, 154, 1400, 1098, 234, 868, 190, 59, 1001, 546
219: 227, 190, 498, 511, 220, 154, 65, 533, 959, 1249
212: 707, 957, 1358, 1360, 1369, 1044, 918, 518, 841, 843
214: 475, 190, 511, 1249, 377, 154, 333, 306, 220, 486
215: 190, 229, 154, 173, 65, 207, 228, 424, 1090, 486
208: 1276, 8530, 707, 4272, 2755, 3660, 918, 8343, 6658, 1531
209: 89, 333, 157, 298, 466, 701, 344, 680, 523, 285
210: 154, 1098, 227, 207, 59, 546, 190, 238, 58, 599
211: 1098, 173, 498, 1400, 238, 70, 67, 56, 58, 289
238: 4631, 4632, 4636, 229, 154, 1090, 190, 10411, 207, 173
237: 173, 229, 65, 1090, 498, 228, 1375, 716, 486, 377
236: 67, 227, 55, 498, 157, 1098, 257, 65, 903, 72
235: 918, 1369, 841, 1360, 706, 843, 923, 1527, 1274, 1412
234: 475, 306, 72, 1098, 238, 2083, 89, 2179, 1613, 491
232: 292, 89, 300, 333, 157, 701, 291, 302, 329, 913
231: 5975, 16612, 2438, 3276, 9293, 14513, 17609, 18447, 6592, 13463
230: 157, 298, 55, 329, 227, 461, 701, 525, 455, 295
229: 498, 190, 154, 1098, 333, 65, 173, 377, 316, 292
228: 229, 207, 1098, 1090, 498, 154, 190, 430, 173, 425
227: 89, 55, 333, 157, 257, 701, 306, 318, 310, 298
226: 10822, 1754, 10514, 9352, 1588, 2620, 3949, 3965, 3971, 3977
225: 154, 190, 1098, 377, 89, 498, 10299, 65, 229, 72
224: 13004, 14385, 2938, 51, 706, 1412, 7670, 15387, 8543, 1001
254: 190, 498, 511, 377, 220, 154, 486, 65, 533, 378
255: 81, 70, 64, 72, 748, 53, 154, 58, 56, 2681
252: 67, 291, 701, 157, 349, 227, 295, 257, 525, 318
253: 300, 157, 299, 466, 461, 525, 318, 302, 298, 344
250: 10689, 4975, 5165, 5841, 6722, 9347, 8743, 8555, 1343, 2558
251: 7681
248: 67, 55, 157, 291, 298, 525, 295, 318, 302, 257
249: 190, 154, 89, 289, 227, 300, 67, 378, 292, 230
247: 190, 498, 227, 377, 486, 154, 65, 220, 511, 533
244: 903, 1556, 572, 575, 333, 610, 1772, 580, 2638, 3171
242: 8363, 796, 3794, 6646, 6697, 14337, 16805, 292, 2548, 1428
243: 190, 154, 498, 227, 89, 333, 511, 67, 377, 300
240: 300, 190, 157, 461, 291, 466, 154, 1098, 318, 295
241: 518, 955, 1249, 2014, 930, 917, 4136, 1369, 918, 1263
275: 6591, 17613, 190, 289, 344, 498, 600, 1068, 1070, 5797
274: 17718, 9116, 5110, 8407, 12796, 12812, 17485, 17722, 9087, 9115
273: 5061, 7981, 2173, 7955, 1672, 12840, 1410, 7949, 7956, 7982
279: 5127, 830, 1672, 2850, 815, 500, 816, 17953, 768, 1098
278: 288, 157, 349, 295, 329, 461, 302, 525, 310, 285
277: 163, 441, 190, 152, 964, 3481, 1083, 2938, 1412, 1413
283: 238, 89, 67, 70, 64, 53, 748, 52, 289, 57
282: 190, 511, 706, 735, 599, 498, 951, 377, 733, 486
281: 1044, 1360, 843, 198, 3476, 841, 710, 978, 1527, 1672
280: 289, 288, 466, 300, 55, 157, 333, 349, 461, 546
286: 903, 913, 285, 578, 1427, 157, 4566, 349, 576, 4883
285: 498, 190, 333, 378, 486, 154, 230, 173, 229, 209
284: 234, 190, 227, 498, 65, 533, 173, 207, 182, 857
258: 67, 292, 461, 157, 55, 333, 318, 291, 298, 455
259: 17419, 9068, 16904, 196, 8239, 200
256: 89, 67, 288, 466, 461, 157, 298, 344, 318, 15322
257: 1300, 880, 3184, 10, 3191, 7454, 7512, 1332, 30, 13451
262: 207, 154, 227, 533, 182, 173, 1090, 1048, 1934, 65
263: 5276, 5562, 6698, 6865, 6887, 6895, 6897, 344, 5124, 1014
260: 157, 289, 4921, 903, 295, 301, 257, 1556, 578, 576
261: 779, 1672, 830, 2850, 815, 10299, 1196, 500, 1180, 1555
266: 65, 154, 173, 1090, 3469, 1089, 959, 288, 1048, 298
267: 333, 67, 190, 154, 157, 229, 55, 227, 302, 65
264: 227, 190, 154, 67, 89, 173, 289, 159, 599, 229
265: 1098, 418, 377, 190, 72, 917, 517, 198, 978, 70
270: 757, 432, 1191, 2711, 2587, 10468, 1073, 56, 1398, 1401
271: 6119
268: 72, 51, 193, 67, 1001, 157, 159, 959, 599, 187
269: 289, 89, 5017, 292, 72, 67, 300, 157, 288, 159
305: 67, 333, 1098, 349, 157, 291, 525, 318, 295, 298
304: 441, 59, 154, 51, 1001, 429, 1098, 511, 498, 2938
307: 5358, 3863, 1309, 1305, 5491, 529, 16478, 72, 18736, 5345
308: 706, 1249, 959, 176, 562, 1369, 3470, 1360, 1803, 2853
311: 89, 289, 67, 292, 55, 288, 157, 466, 227, 72
310: 289, 67, 349, 157, 295, 333, 299, 701, 257, 318
313: 707, 198, 377, 227, 190, 498, 511, 7, 378, 220
312: 289, 67, 292, 17727, 14613, 157, 288, 374, 10233, 300
315: 157, 292, 289, 903, 67, 295, 288, 578, 1464, 333
314: 204, 366, 470, 335, 8264, 2608, 3033, 609, 606, 8504
317: 1412, 599, 67, 72, 733, 234, 190, 154, 1372, 51
316: 978, 497, 512, 7639, 510, 917, 519, 3240, 514, 3236
319: 4954, 2080
318: 701, 292, 344, 288, 67, 327, 295, 461, 498, 157
288: 585, 2842, 2864, 6959, 11885, 2902, 2873, 1244, 2871, 14633
289: 173, 230, 234, 1090, 207, 209, 982, 709, 436, 72
290: 289, 5259, 89, 72, 292, 300, 288, 333, 157, 59
291: 9592, 9594, 9600, 9596, 9607, 9616, 9627, 1458, 9589, 9595
292: 163, 190, 964, 1413, 1118, 2624, 486, 1372, 959, 3921
293: 707, 1044, 198, 917, 978, 7, 1104, 726, 512, 923
294: 174, 11193, 1255, 4600, 13339, 5358, 7883, 5497, 5498, 5507
295: 1339, 957, 928, 1369, 937, 1274, 924, 1350, 936, 1349
296: 1244, 227, 585, 8314, 1242, 9299, 9287, 8309, 6854, 10114
297: 190, 229, 498, 65, 1090, 207, 533, 424, 182, 333
298: 190, 154, 229, 173, 1090, 65, 424, 228, 498, 1375
299: 288, 292, 227, 190, 229, 300, 333, 154, 157, 173
300: 227, 190, 498, 377, 220, 154, 486, 65, 533, 378
301: 4395, 4397, 5656, 4307, 4569, 538, 528, 2738, 3403, 6865
302: 67, 461, 498, 344, 291, 157, 349, 295, 318, 227
303: 190, 498, 511, 377, 220, 154, 486, 65, 533, 378
343: 841, 918, 614, 854, 1527, 1274, 856, 954, 1257, 860
342: 1412, 959, 868, 533, 735, 562, 1639, 733, 65, 1372
341: 418, 5886, 70, 1098, 603, 748, 53, 6155, 154, 63
340: 300, 498, 291, 55, 316, 157, 298, 378, 349, 1098
339: 67, 157, 680, 55, 523, 525, 298, 325, 227, 310
338: 707, 1249, 289, 706, 978, 1672, 1412, 1145, 1372, 1369
337: 707, 918, 1527, 843, 1274, 1044, 947, 724, 1344, 2379
336: 418, 154, 1098, 70, 632, 65, 72, 498, 89, 229
351: 190, 154, 229, 65, 1090, 424, 486, 182, 533, 291
350: 300, 157, 525, 318, 257, 328, 298, 15322, 302, 344
349: 1098, 72, 154, 89, 238, 56, 70, 58, 64, 53
348: 289, 292, 67, 300, 157, 333, 291, 55, 16923, 298
347: 198, 517, 190, 497, 512, 1145, 7639, 707, 510, 489
346: 154, 227, 228, 716, 65, 424, 1375, 533, 217, 2614
345: 7324, 3963, 1464, 3950, 3958, 8056, 3949, 8388, 89, 3916
344: 5904
326: 227, 289, 300, 498, 157, 190, 701, 511, 959, 486
327: 306, 292, 55, 72, 157, 1098, 2179, 349, 333, 88
324: 8308, 1249, 5690, 1044, 176, 1672, 978, 1803, 2343, 1145
325: 1295, 4876, 32, 418, 1300, 1299, 4318, 1250, 4874, 1292
320: 233, 154, 81, 227, 11780, 718, 11892, 229, 1090, 424
321: 1339, 15251, 14871, 957, 1349, 936, 16136, 1342, 937, 924
334: 230, 498, 209, 441, 154, 1814, 1406, 229, 65, 536
335: 3950, 3965, 4316, 4621, 7268, 2498, 56
332: 498, 227, 857, 190, 209, 511, 220, 377, 1406, 1814
333: 89, 157, 291, 461, 466, 525, 227, 310, 257, 455
330: 227, 1412, 959, 868, 735, 511, 163, 1249, 599, 706
331: 292, 67, 333, 1098, 288, 316, 1763, 344, 378, 257
328: 5737, 14014, 6427, 8172, 10299, 10302, 10307, 14834, 646, 12356
329: 292, 11252, 6860, 15456, 6600, 7933, 7706, 1068, 1070, 10063
372: 190, 154, 486, 65, 173, 220, 1249, 229, 227, 982
375: 292, 333, 55, 461, 325, 466, 157, 349, 680, 525
369: 154, 190, 65, 533, 1400, 1098, 716, 486, 182, 498
368: 1101, 622
371: 1001, 51, 997, 187, 59, 3768, 998, 877, 75, 1014
370: 190, 229, 498, 65, 1090, 1098, 424, 182, 377, 228
380: 292, 300, 349, 333, 55, 157, 291, 329, 306, 302
383: 173, 486, 377, 234, 436, 220, 1098, 982, 424, 709
382: 15094, 9148, 14057, 17613, 292, 289, 418, 11898, 2044, 11893
377: 957, 707, 928, 924, 930, 937, 2009, 4342, 1358, 2838
376: 917, 918, 1360, 843, 724, 1527, 3476, 1274, 2342, 2838
378: 511, 599, 190, 289, 292, 498, 333, 72, 154, 2343
356: 2203, 12792, 2959, 1180, 1185, 10299, 2850, 830, 5127, 2210
357: 1098, 190, 70, 238, 173, 89, 1090, 51, 88, 1001
358: 81, 72, 1098, 306, 154, 632, 190, 748, 64, 58
359: 51, 159, 6057, 441, 1013, 429, 612, 1878, 997, 877
352: 288, 55, 72, 498, 349, 461, 1098, 157, 291, 154
353: 67, 157, 55, 291, 302, 701, 525, 227, 329, 318
354: 67, 333, 306, 344, 291, 298, 55, 157, 310, 316
355: 154, 229, 377, 498, 424, 234, 220, 1090, 533, 436
364: 1412, 735, 959, 599, 72, 868, 562, 17613, 1415, 1098
365: 6149, 748, 603, 70, 1098, 238, 64, 72, 53, 2681
366: 7484, 1098, 748, 603, 70, 238, 744, 72, 64, 1745
367: 230, 857, 227, 190, 2850, 511, 537, 220, 1406, 1180
360: 1310, 1311, 1316, 7159, 11557, 11559, 11566, 328, 722, 3863
361: 790, 484, 544, 300, 72, 1918, 17613, 329, 344, 10208
362: 190, 289, 89, 229, 154, 173, 300, 292, 67, 157
363: 540, 486, 65, 154, 173, 230, 377, 1043, 412, 436
410: 903, 691, 301, 292, 3171, 157, 1556, 578, 1427, 575
411: 306, 491, 267, 5988, 617, 1402, 907, 2923, 3317, 3316
408: 190, 154, 229, 173, 65, 424, 182, 716, 1375, 1048
409: 4295, 16612, 11118, 12356, 13414, 16369, 17707, 10822, 2628, 15292
414: 89, 300, 291, 316, 701, 227, 190, 1098, 318, 680
415: 289, 67, 1098, 295, 349, 461, 72, 227, 257, 299
412: 15927, 344, 288, 498, 257, 161, 289, 1060, 1785, 5656
413: 6646, 289, 6706, 72, 11337, 11341, 11342, 11344, 11346, 701
402: 868, 163, 1639, 863, 728, 2855, 4251, 2786, 599, 2901
403: 72, 292, 55, 154, 157, 1098, 333, 190, 56, 229
400: 2179, 331, 328, 56, 6885, 6886, 6887, 6889, 6890, 6895
401: 190, 154, 65, 982, 486, 377, 173, 209, 333, 1249
406: 1412, 152, 3481, 1131, 1372, 4784, 1118, 1411, 607, 1468
407: 207, 229, 72, 17142, 1390, 51, 228, 1090, 217, 716
404: 1689
405: 288, 292, 475, 306, 157, 301, 285, 329, 468, 314
395: 707, 1527, 1257, 2744, 947, 1044, 1364, 1344, 1261, 10299
394: 286, 9598, 2609, 8121, 3384, 5845, 9842, 3147, 1789, 12229
393: 1412, 959, 868, 163, 511, 599, 498, 1249, 154, 1244
392: 300, 333, 227, 291, 55, 190, 701, 302, 461, 1098
399: 67, 298, 55, 498, 461, 349, 1098, 316, 525, 680
398: 67, 289, 89, 418, 292, 190, 55, 197, 157, 56
397: 13182, 1072, 1060, 5483, 8388, 13184, 13192, 13202, 16610, 1713
396: 72, 89, 154, 1098, 70, 227, 289, 190, 55, 56
387: 6385, 11067, 12379, 292, 89, 289, 15213, 295, 6376, 907
386: 2361
385: 289, 67, 292, 55, 157, 349, 291, 701, 318, 525
391: 190, 154, 333, 229, 173, 65, 300, 289, 1090, 89
390: 6427, 157, 288, 903, 301, 1556, 349, 285, 3171, 525
388: 89, 292, 288, 67, 300, 333, 295, 498, 306, 55
440: 154, 207, 1090, 190, 229, 1098, 1400, 182, 1048, 546
441: 89, 328, 56, 67, 289, 55, 288, 1399, 292, 466
442: 89, 289, 67, 292, 300, 55, 288, 157, 466, 1098
443: 863, 1412, 11337, 11347, 418, 13503, 14647, 16024, 9051, 3503
444: 1130, 1109, 1700, 1121, 1743, 1491, 7119, 1123, 1112, 592
446: 51, 159, 997, 877, 998, 193, 3768, 1892, 1079, 429
447: 1098, 238, 70, 81, 748, 72, 418, 64, 53, 58
432: 154, 190, 173, 1098, 65, 182, 234, 229, 206, 209
433: 707, 917, 198, 7, 377, 154, 190, 978, 1672, 843
434: 233, 17163, 11303, 13637, 711, 187, 59
435: 816, 1185, 1180, 830, 1672, 2959, 10299, 498, 815, 2214
436: 227, 1412, 1249, 959, 333, 289, 190, 292, 300, 157
437: 15456, 6866, 18032, 209, 11218, 1246, 486, 12116, 1181, 492
438: 72, 233, 7, 1001, 864, 487, 1379, 153, 1295, 1062
439: 6895, 6899, 6892, 248, 6888, 17927, 6898, 2913, 6619, 2907
425: 1918, 8378, 4768, 8376, 327, 4811, 67, 161, 481, 5435
424: 1098, 964, 1299, 1339, 13, 9, 188, 10, 440, 1295
427: 190, 154, 173, 498, 486, 377, 229, 234, 1098, 220
426: 6755, 1098, 154, 15675, 621, 10107, 190, 227, 18736, 727
428: 51, 193, 441, 429, 877, 612, 289, 1079, 3768, 89
431: 173, 1090, 498, 486, 377, 1375, 234, 182, 159, 429
430: 6783, 1879, 6782, 11339, 14712, 8995, 905, 1003, 1832, 3675
417: 8993, 11729, 288, 1479, 301, 4562, 3373, 15748, 5286, 342
416: 207, 72, 229, 1098, 154, 1400, 1090, 228, 716, 225
419: 67, 55, 292, 466, 328, 386, 349, 56, 318, 535
