1480: 289, 72, 227, 67, 498, 292, 163, 51, 288, 173
1521: 72, 227, 89, 154, 67, 163, 190, 51, 173, 917
1515: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
1428: 289, 72, 227, 89, 154, 67, 292, 163, 190, 288
1429: 72, 227, 154, 67, 292, 163, 190, 51, 288, 207
1432: 289, 227, 89, 154, 67, 498, 292, 163, 190, 288
1410: 72, 227, 154, 67, 498, 292, 163, 51, 344, 207
1471: 289, 72, 227, 89, 154, 67, 163, 190, 51, 173
1640: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
1646: 72, 227, 154, 67, 498, 163, 190, 51, 288, 173
1600: 72, 227, 154, 67, 498, 163, 190, 51, 344, 207
1606: 289, 72, 227, 89, 154, 163, 51, 173, 207, 707
1630: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
1619: 289, 89, 154, 67, 498, 292, 163, 190, 51, 344
1620: 289, 72, 154, 67, 498, 292, 163, 190, 51, 173
1580: 289, 72, 227, 154, 67, 498, 292, 163, 190, 344
1594: 289, 227, 89, 67, 292, 163, 190, 51, 288, 917
1536: 289, 227, 89, 154, 67, 498, 292, 163, 51, 344
1565: 289, 72, 227, 89, 67, 498, 292, 163, 51, 344
1559: 289, 72, 89, 154, 67, 498, 292, 163, 190, 288
1764: 289, 72, 89, 67, 498, 292, 163, 190, 51, 344
1771: 289, 72, 227, 154, 292, 163, 190, 51, 173, 917
1770: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
1768: 72, 227, 89, 154, 67, 498, 163, 190, 51, 173
1773: 289, 72, 227, 154, 67, 498, 163, 190, 51, 173
1786: 72, 227, 154, 67, 498, 163, 190, 51, 173, 917
1697: 289, 72, 89, 154, 67, 498, 292, 190, 51, 344
1707: 289, 72, 227, 89, 67, 498, 292, 163, 190, 288
1706: 289, 72, 227, 154, 67, 498, 292, 163, 190, 288
1718: 289, 72, 227, 154, 67, 498, 292, 163, 51, 344
1671: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
1667: 289, 72, 227, 89, 67, 498, 292, 163, 190, 288
1680: 289, 72, 89, 154, 67, 498, 292, 190, 51, 344
1682: 72, 227, 89, 67, 498, 292, 163, 51, 288, 207
1689: 289, 72, 227, 89, 67, 498, 292, 163, 190, 288
1912: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
1905: 289, 72, 227, 89, 154, 498, 292, 163, 190, 344
1895: 72, 227, 154, 163, 190, 51, 344, 173, 207, 679
1852: 289, 72, 154, 67, 498, 292, 163, 190, 51, 344
1829: 72, 227, 89, 154, 163, 190, 51, 288, 173, 917
1798: 289, 72, 89, 154, 67, 498, 292, 51, 288, 207
1797: 289, 72, 89, 154, 67, 498, 292, 190, 51, 344
2017: 289, 227, 89, 154, 67, 292, 163, 190, 51, 344
2024: 289, 72, 227, 89, 67, 498, 292, 163, 51, 344
2001: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
2014: 289, 227, 89, 154, 67, 498, 292, 163, 190, 344
1984: 289, 72, 227, 89, 154, 67, 292, 163, 190, 288
1998: 72, 89, 67, 498, 292, 163, 51, 288, 344, 917
1959: 72, 227, 89, 154, 67, 163, 190, 51, 173, 917
1950: 289, 72, 227, 89, 67, 292, 163, 51, 288, 173
1946: 289, 72, 227, 89, 154, 67, 498, 163, 190, 344
1944: 289, 72, 89, 154, 67, 498, 292, 190, 51, 344
1925: 289, 72, 227, 89, 154, 67, 292, 163, 190, 288
1922: 289, 72, 227, 89, 67, 498, 292, 163, 51, 344
2071: 72, 227, 154, 498, 163, 190, 51, 288, 344, 207
2075: 72, 89, 498, 163, 190, 288, 344, 173, 207, 679
2084: 289, 72, 89, 67, 498, 292, 163, 51, 288, 207
2095: 289, 72, 227, 89, 154, 67, 498, 292, 163, 51
