137: 89, 67, 295, 288, 289
139: 377, 497, 198, 488, 816
140: 154, 229, 228, 227, 429
141: 193, 159, 157, 59, 67
142: 72, 159, 997, 998, 1013
143: 735, 1249, 163, 951, 959
144: 302, 291, 468, 701, 466
145: 292, 289, 89, 295, 67
146: 349, 299, 257, 55, 498
147: 295, 300, 89, 67, 349
148: 154, 412, 227, 233, 18706
149: 288, 377, 289, 333, 292
150: 292, 257, 300, 461, 701
151: 333, 89, 300, 288, 1241
152: 288, 289, 291, 292, 306
153: 198, 227, 163, 920, 173
154: 1672, 377, 498, 1180, 951
155: 429, 227, 72, 234, 15516
156: 229, 424, 228, 203, 217
157: 917, 707, 1249, 1803, 732
158: 461, 292, 288, 333, 289
159: 295, 300, 289, 89, 55
161: 517, 707, 966, 377, 2379
162: 292, 300, 466, 288, 461
163: 2449, 344, 461, 2453, 289
164: 173, 227, 233, 65, 229
166: 190, 154, 163, 72, 599
168: 1098, 56, 199, 429, 418
170: 198, 1274, 978, 846, 220
171: 227, 1090, 533, 89, 424
172: 227, 207, 229, 1090, 533
173: 1090, 229, 234, 199, 65
174: 227, 366, 190, 533, 511
175: 2468, 360, 292, 291, 701
176: 207, 154, 599, 65, 199
177: 707, 868, 1372, 735, 562
178: 920, 503, 1358, 152, 824
179: 302, 701, 295, 344, 67
180: 1131, 1119, 154, 188, 152
181: 190, 154, 460, 4226, 2743
182: 300, 67, 289, 292, 378
183: 187, 1001, 441, 234, 173
184: 65, 227, 228, 229, 182
185: 51, 997, 1892, 75, 16601
186: 461, 89, 344, 679, 466
187: 599, 51, 187, 59, 998
189: 497, 966, 412, 228, 190
190: 89, 288, 295, 55, 1081
191: 153, 1061, 159, 173, 65
192: 805, 2187, 3028, 845, 3999
193: 154, 65, 56, 377, 173
194: 190, 65, 53, 207, 237
195: 207, 599, 1090, 228, 562
196: 533, 424, 190, 203, 199
198: 412, 810, 377, 816, 707
200: 1412, 1249, 1372, 735, 707
201: 289, 930, 292, 67, 288
202: 841, 1358, 1360, 706, 1369
203: 816, 779, 2210, 1853, 808
204: 412, 2637, 10564, 1645, 8934
205: 377, 486, 190, 154, 4173
206: 207, 190, 228, 424, 1090
207: 288, 289, 292, 300, 461
208: 707, 918, 163, 503, 4273
209: 333, 89, 293, 285, 701
210: 75, 154, 880, 190, 70
211: 1072, 1713, 67, 157, 173
212: 957, 707, 843, 1358, 918
213: 475, 227, 918, 488, 2379
214: 306, 333, 257, 291, 352
215: 227, 1412, 163, 562, 735
216: 154, 65, 229, 190, 173
217: 917, 1412, 163, 1119, 1360
218: 72, 67, 190, 187, 159
219: 498, 89, 230, 537, 288
220: 207, 229, 424, 190, 217
223: 89, 701, 318, 461, 299
224: 51, 599, 1001, 193, 1014
225: 805, 825, 843, 816, 815
226: 289, 349, 344, 464, 299
227: 333, 89, 306, 701, 318
228: 154, 212, 163, 227, 211
229: 295, 288, 302, 292, 333
230: 295, 701, 299, 344, 461
231: 291, 55, 302, 333, 294
232: 89, 292, 302, 300, 701
233: 295, 701, 288, 302, 349
234: 1613, 475, 234, 2252, 4585
235: 918, 841, 1338, 163, 1113
236: 302, 257, 461, 306, 466
237: 173, 199, 229, 709, 226
238: 1119, 163, 1412, 707, 1131
240: 300, 466, 295, 299, 291
241: 163, 917, 1249, 1369, 918
242: 292, 257, 333, 294, 461
243: 89, 289, 67, 310, 1934
244: 229, 227, 412, 1246, 333
247: 498, 377, 472, 3859, 4368
248: 295, 302, 318, 67, 291
249: 1186, 540, 1853, 687, 412
250: 227, 163, 1110, 917, 1369
251: 227, 207, 154, 533, 220
252: 686, 299, 701, 679, 306
253: 461, 466, 302, 257, 300
254: 498, 6120, 209, 230, 4820
255: 744, 756, 2146, 616, 2673
256: 288, 89, 466, 67, 461
257: 1300, 487, 30, 1886, 1314
258: 292, 302, 461, 318, 295
259: 498, 229, 72, 198, 3833
260: 289, 295, 300, 288, 157
261: 779, 498, 2210, 1180, 15053
262: 159, 1104, 227, 154, 188
263: 72, 1014, 180, 55, 159
264: 59, 998, 193, 159, 1892
265: 805, 1853, 377, 808, 1541
266: 154, 65, 207, 1048, 72
267: 344, 686, 466, 701, 333
268: 1808, 951, 2343, 176, 707
269: 154, 220, 159, 72, 227
270: 1048, 173, 207, 154, 432
271: 466, 295, 291, 325, 318
273: 1180, 209, 537, 412, 377
274: 67, 89, 2086, 2094, 288
275: 72, 51, 511, 67, 997
277: 190, 173, 498, 779, 460
278: 295, 288, 302, 299, 461
279: 1541, 816, 412, 779, 1853
280: 289, 689, 288, 298, 525
281: 1360, 706, 2838, 841, 1372
282: 706, 735, 918, 1426, 841
283: 238, 603, 154, 748, 4113
284: 234, 614, 173, 498, 12390
285: 227, 190, 1249, 207, 498
286: 89, 299, 67, 466, 55
288: 227, 154, 207, 234, 709
289: 207, 1090, 209, 687, 230
290: 72, 59, 1014, 511, 227
291: 288, 89, 466, 289, 292
292: 163, 1372, 562, 1639, 1415
293: 230, 209, 229, 89, 1043
294: 154, 238, 748, 2605, 5327
295: 1369, 947, 1257, 957, 724
296: 227, 1244, 585, 212, 8309
297: 207, 190, 424, 1090, 229
298: 190, 154, 228, 424, 229
299: 228, 903, 679, 288, 229
300: 1249, 163, 533, 1412, 220
301: 701, 67, 306, 466, 257
302: 295, 461, 686, 344, 543
303: 163, 735, 212, 959, 614
304: 154, 1072, 59, 229, 67
305: 295, 257, 333, 67, 291
306: 1061, 1001, 190, 89, 959
307: 5329, 63, 93, 2605, 238
308: 843, 1360, 706, 1358, 1803
310: 289, 295, 291, 701, 302
311: 67, 89, 306, 333, 154
312: 375, 288, 289, 300, 1904
313: 1358, 918, 707, 706, 841
314: 498, 288, 89, 289, 295
315: 1400, 1090, 424, 65, 439
316: 7, 978, 233, 190, 843
317: 1412, 1372, 234, 728, 1415
318: 292, 288, 295, 257, 701
319: 227, 412, 779, 1513, 4822
320: 227, 32, 4871, 153, 2468
321: 707, 1412, 1372, 198, 732
322: 292, 295, 333, 302, 352
324: 2343, 841, 227, 1249, 234
325: 1292, 32, 72, 1303, 1300
326: 289, 466, 257, 300, 55
327: 292, 302, 679, 461, 701
328: 229, 533, 154, 228, 689
329: 292, 306, 300, 349, 466
330: 288, 292, 544, 302, 318
331: 288, 466, 292, 461, 306
332: 288, 295, 89, 289, 257
333: 291, 89, 310, 466, 257
334: 533, 154, 229, 228, 439
335: 306, 302, 466, 701, 333
336: 154, 229, 1118, 230, 65
337: 1527, 918, 706, 843, 1257
338: 706, 176, 1412, 1358, 1810
339: 344, 55, 325, 681, 67
340: 300, 291, 55, 257, 349
341: 1119, 1504, 2493, 152, 1969
342: 533, 1090, 203, 229, 429
343: 1369, 1372, 163, 918, 176
344: 59, 599, 159, 429, 5913
345: 207, 227, 229, 89, 65
346: 424, 227, 300, 689, 228
347: 1854, 498, 378, 497, 500
348: 300, 344, 289, 333, 686
349: 779, 805, 1188, 816, 1541
350: 257, 302, 300, 344, 318
351: 461, 89, 466, 288, 289
352: 288, 299, 349, 291, 461
353: 701, 291, 302, 299, 67
354: 333, 302, 306, 161, 344
355: 498, 333, 295, 701, 306
356: 816, 1188, 2850, 2210, 1180
357: 173, 511, 1089, 199, 190
358: 154, 229, 190, 207, 81
359: 997, 51, 599, 1892, 99
360: 930, 1104, 378, 599, 6401
361: 300, 306, 344, 293, 325
362: 533, 333, 220, 89, 300
363: 230, 377, 917, 220, 209
364: 439, 429, 533, 735, 599
365: 748, 238, 63, 418, 13317
366: 964, 603, 159, 440, 199
367: 230, 486, 229, 89, 1043
368: 2542, 604, 154, 199, 433
369: 154, 190, 228, 227, 298
370: 429, 229, 227, 190, 65
371: 1072, 67, 187, 1061, 3833
372: 1854, 486, 497, 2843, 537
375: 466, 292, 333, 701, 55
376: 917, 1360, 706, 1372, 2342
377: 707, 957, 1358, 930, 843
378: 707, 1369, 868, 511, 1372
380: 349, 292, 55, 294, 300
382: 331, 1613, 278, 267, 1605
383: 300, 89, 298, 344, 306
385: 289, 292, 701, 295, 324
386: 220, 227, 234, 706, 1412
387: 292, 257, 89, 55, 295
388: 1339, 707, 1672, 917, 966
390: 288, 306, 352, 291, 298
391: 209, 1672, 816, 500, 808
392: 300, 295, 291, 466, 55
393: 163, 599, 154, 1412, 533
394: 227, 706, 220, 1249, 1241
395: 707, 1358, 923, 1044, 1527
396: 72, 1072, 1061, 1713, 89
397: 65, 1061, 1072, 59, 173
398: 424, 229, 173, 190, 228
399: 461, 325, 306, 543, 498
400: 461, 333, 679, 302, 498
401: 1249, 707, 227, 300, 1672
402: 1249, 707, 163, 918, 868
403: 333, 292, 701, 306, 544
404: 498, 486, 488, 1246, 540
405: 292, 288, 306, 314, 302
406: 152, 154, 854, 917, 436
407: 72, 154, 1001, 56, 511
408: 154, 229, 220, 190, 424
409: 288, 295, 289, 466, 300
410: 498, 466, 300, 324, 1201
411: 267, 288, 1455, 295, 8164
412: 288, 289, 333, 349, 291
413: 300, 89, 289, 701, 320
414: 300, 306, 89, 257, 701
415: 295, 461, 289, 325, 67
416: 81, 418, 159, 238, 6962
417: 288, 67, 257, 466, 352
418: 227, 190, 429, 228, 229
419: 292, 257, 67, 349, 466
420: 289, 292, 295, 89, 157
421: 67, 701, 349, 299, 310
423: 59, 998, 1001, 599, 157
424: 918, 1369, 614, 2379, 846
425: 291, 543, 679, 55, 458
426: 154, 1418, 65, 1098, 2668
427: 412, 498, 229, 687, 228
428: 51, 1019, 599, 1886, 98
430: 998, 1886, 187, 1001, 1892
431: 1090, 225, 173, 234, 1375
432: 412, 1180, 1246, 230, 493
433: 953, 707, 198, 2014, 821
434: 227, 154, 554, 959, 429
435: 816, 1180, 537, 412, 808
436: 227, 163, 157, 159, 1249
437: 292, 300, 686, 349, 295
438: 1203, 1292, 1295, 153, 49
439: 331, 330, 6621, 2226, 2924
440: 199, 154, 418, 429, 433
441: 207, 154, 199, 1090, 203
442: 154, 59, 65, 173, 51
443: 1412, 562, 1369, 707, 17980
444: 1534, 631, 154, 72, 11105
446: 159, 75, 65, 533, 1075
447: 748, 603, 418, 2673, 9356
449: 227, 706, 1360, 1358, 1249
450: 1412, 868, 735, 2343, 1639
451: 466, 292, 325, 299, 528
452: 59, 993, 193, 99, 1892
453: 533, 207, 72, 228, 425
454: 159, 599, 1886, 30, 3530
455: 72, 154, 487, 1295, 1131
456: 300, 289, 461, 292, 701
457: 917, 928, 843, 841, 1350
458: 89, 300, 289, 377, 302
459: 732, 1360, 951, 4165, 841
460: 81, 227, 173, 237, 65
461: 533, 227, 190, 154, 89
462: 163, 533, 1239, 212, 199
463: 518, 67, 295, 498, 4918
464: 227, 228, 207, 1048, 203
465: 227, 228, 429, 173, 1106
466: 288, 701, 295, 318, 498
467: 227, 228, 917, 67, 11133
468: 227, 154, 511, 190, 229
469: 841, 503, 918, 1358, 198
470: 701, 466, 292, 302, 299
471: 562, 234, 1426, 436, 554
472: 289, 292, 701, 302, 89
473: 333, 291, 300, 466, 310
474: 1713, 89, 1379, 1072, 328
475: 190, 154, 1090, 217, 709
476: 227, 207, 65, 199, 220
477: 300, 55, 291, 352, 544
478: 1186, 230, 220, 706, 4845
479: 300, 295, 289, 333, 157
480: 997, 51, 1892, 999, 68
481: 466, 89, 288, 300, 333
482: 65, 679, 298, 533, 207
484: 1104, 70, 229, 154, 1713
485: 632, 163, 441, 227, 614
486: 466, 288, 461, 299, 298
487: 89, 461, 288, 289, 325
488: 533, 228, 190, 65, 709
489: 1412, 1369, 1249, 857, 917
490: 300, 190, 227, 65, 229
491: 917, 918, 163, 1274, 1525
492: 163, 154, 706, 599, 1249
493: 154, 1061, 173, 153, 227
494: 466, 291, 300, 288, 302
495: 89, 466, 288, 461, 67
496: 81, 154, 1713, 1104, 72
497: 292, 333, 344, 349, 686
498: 67, 289, 294, 333, 701
499: 707, 173, 1249, 959, 159
500: 2668, 756, 2671, 772, 778
501: 288, 306, 300, 498, 299
502: 291, 89, 67, 701, 333
503: 67, 461, 333, 466, 325
504: 461, 289, 498, 704, 701
506: 154, 32, 72, 1300, 1098
507: 229, 65, 190, 707, 154
508: 227, 65, 533, 610, 17349
509: 500, 830, 1145, 1854, 209
510: 89, 289, 67, 292, 257
511: 227, 207, 234, 225, 203
512: 377, 198, 190, 1104, 488
513: 1090, 190, 227, 154, 424
514: 292, 289, 295, 325, 498
515: 227, 199, 190, 429, 709
516: 498, 333, 289, 1104, 288
517: 440, 199, 227, 418, 206
518: 299, 543, 302, 686, 528
519: 1358, 1369, 707, 724, 841
520: 1713, 67, 154, 65, 75
521: 540, 1043, 412, 1180, 481
523: 868, 154, 562, 207, 217
525: 1180, 377, 333, 779, 412
526: 377, 706, 918, 1412, 230
527: 300, 333, 306, 701, 352
529: 227, 1412, 1372, 1369, 3774
530: 229, 89, 190, 154, 298
531: 466, 333, 318, 498, 349
532: 1043, 816, 537, 1180, 209
533: 289, 292, 55, 89, 2390
534: 89, 288, 701, 461, 257
535: 289, 333, 291, 300, 288
536: 67, 295, 300, 306, 349
537: 461, 295, 299, 302, 528
538: 344, 543, 67, 257, 349
539: 187, 59, 173, 190, 154
540: 159, 51, 993, 1001, 187
541: 227, 959, 234, 1413, 1426
542: 292, 288, 67, 466, 300
543: 207, 226, 424, 429, 969
544: 190, 418, 154, 182, 228
545: 292, 65, 300, 230, 1854
546: 707, 1360, 1364, 1274, 1412
547: 868, 562, 614, 707, 234
548: 917, 1358, 1260, 1369, 923
549: 706, 1412, 735, 868, 1372
550: 918, 1372, 1249, 954, 163
551: 300, 333, 292, 289, 377
552: 603, 930, 198, 378, 12840
553: 89, 466, 55, 333, 701
555: 466, 352, 299, 306, 349
556: 154, 207, 89, 227, 190
557: 9, 1295, 930, 18, 487
558: 289, 67, 55, 292, 295
559: 1412, 207, 562, 1244, 154
560: 159, 154, 173, 511, 599
561: 257, 288, 314, 279, 3318
562: 1459, 2454, 3583, 2449, 2457
563: 2864, 2842, 11885, 1639, 227
565: 59, 51, 154, 441, 1001
566: 868, 436, 163, 1412, 1321
567: 154, 207, 709, 425, 1424
568: 227, 1122, 998, 229, 157
569: 333, 498, 291, 310, 475
570: 89, 466, 2179, 302, 6619
571: 288, 55, 300, 302, 291
572: 300, 306, 299, 333, 349
573: 475, 295, 288, 257, 267
574: 412, 1672, 1246, 378, 1513
575: 1072, 65, 190, 1379, 153
576: 72, 227, 599, 67, 1818
577: 1713, 65, 173, 511, 99
578: 333, 288, 289, 89, 679
579: 917, 918, 1527, 198, 2379
580: 1131, 412, 1118, 707, 4835
581: 257, 349, 291, 701, 300
582: 1541, 825, 779, 830, 2586
583: 209, 377, 1672, 500, 1185
584: 289, 461, 257, 295, 89
585: 229, 154, 1090, 228, 89
586: 841, 2749, 47, 917, 18727
587: 707, 1145, 1044, 808, 846
589: 289, 288, 333, 498, 306
590: 295, 701, 333, 344, 292
592: 198, 289, 89, 300, 306
593: 89, 325, 289, 295, 679
594: 1412, 412, 1672, 377, 868
595: 1360, 706, 2342, 1342, 1372
596: 59, 51, 998, 997, 159
598: 701, 461, 291, 302, 306
601: 163, 506, 1109, 154, 17984
602: 920, 917, 957, 188, 1541
603: 207, 154, 1048, 173, 533
604: 257, 55, 320, 701, 300
605: 709, 190, 203, 228, 65
606: 227, 163, 533, 868, 234
607: 12, 1260, 2765, 2772, 8320
608: 227, 1412, 1369, 735, 15816
609: 89, 466, 302, 701, 344
611: 64, 72, 229, 154, 1001
612: 295, 67, 292, 300, 298
613: 227, 163, 735, 154, 65
614: 498, 486, 377, 1672, 982
616: 1360, 1358, 1369, 1257, 198
617: 89, 289, 332, 306, 300
618: 424, 4821, 13854, 3053, 16195
619: 225, 424, 154, 1048, 173
620: 701, 295, 461, 466, 55
621: 325, 67, 333, 461, 466
622: 533, 190, 88, 65, 199
623: 163, 1412, 607, 188, 562
624: 511, 227, 190, 234, 65
625: 429, 154, 199, 433, 1098
627: 707, 843, 923, 841, 957
628: 1090, 228, 227, 429, 439
629: 424, 709, 190, 229, 1766
631: 154, 65, 220, 735, 428
632: 289, 300, 55, 701, 908
633: 412, 333, 227, 229, 198
634: 288, 289, 466, 461, 679
635: 154, 436, 163, 533, 234
636: 89, 300, 333, 285, 325
637: 706, 1412, 227, 1249, 707
638: 289, 89, 67, 466, 293
639: 89, 65, 306, 288, 16735
640: 1372, 1369, 707, 2346, 607
641: 498, 412, 486, 89, 378
642: 728, 2842, 11885, 2901, 868
643: 72, 227, 59, 190, 228
644: 207, 533, 173, 418, 225
645: 67, 257, 295, 1098, 7855
646: 466, 292, 306, 352, 528
647: 154, 533, 207, 1424, 441
649: 841, 188, 821, 923, 928
650: 65, 1075, 154, 173, 1072
651: 292, 289, 525, 306, 300
652: 198, 707, 978, 917, 1104
654: 163, 377, 378, 154, 707
655: 289, 89, 257, 292, 306
656: 51, 59, 1001, 511, 993
657: 498, 229, 72, 1090, 173
658: 59, 190, 1014, 1073, 173
659: 89, 288, 55, 295, 302
660: 289, 295, 55, 89, 4769
661: 2312, 163, 506, 1109, 8230
662: 288, 498, 289, 190, 89
663: 5089, 375, 89, 2094, 288
664: 199, 227, 1098, 225, 217
665: 159, 190, 187, 153, 157
666: 599, 173, 429, 59, 1083
667: 333, 461, 318, 299, 686
668: 234, 227, 966, 198, 511
669: 292, 306, 701, 289, 295
670: 190, 89, 227, 220, 689
671: 300, 288, 295, 466, 461
672: 779, 498, 377, 209, 1180
673: 220, 533, 234, 230, 498
674: 295, 89, 466, 333, 344
675: 288, 292, 333, 525, 302
676: 1412, 234, 1360, 163, 918
677: 1358, 841, 1369, 918, 706
678: 220, 982, 163, 1412, 1513
679: 289, 288, 701, 55, 298
680: 289, 295, 701, 333, 302
681: 190, 377, 966, 412, 89
682: 701, 292, 325, 544, 302
683: 998, 187, 193, 999, 1891
684: 89, 701, 299, 333, 257
685: 706, 234, 1360, 735, 917
686: 187, 59, 67, 75, 153
687: 227, 159, 1412, 163, 1369
688: 217, 300, 154, 1246, 333
689: 295, 289, 299, 302, 291
690: 295, 302, 349, 318, 325
691: 300, 302, 461, 67, 291
692: 733, 735, 67, 959, 1244
693: 154, 227, 65, 190, 618
694: 599, 429, 1014, 441, 159
695: 616, 511, 744, 227, 10202
696: 1369, 163, 706, 2343, 732
697: 603, 2668, 444, 756, 5327
698: 289, 302, 55, 310, 89
699: 599, 59, 163, 1001, 959
700: 89, 300, 466, 292, 302
701: 67, 289, 349, 302, 55
702: 288, 300, 701, 349, 291
703: 701, 292, 89, 686, 302
704: 288, 306, 295, 527, 6627
705: 288, 289, 295, 67, 461
706: 1131, 1672, 917, 953, 1099
707: 291, 333, 300, 701, 17215
708: 163, 1412, 707, 220, 10673
709: 706, 707, 1360, 1412, 951
710: 429, 227, 173, 220, 203
711: 1249, 176, 732, 918, 1358
712: 533, 229, 65, 154, 14359
713: 299, 289, 294, 291, 320
714: 72, 599, 59, 1083, 1001
715: 1412, 706, 918, 1360, 707
716: 816, 1188, 1180, 500, 1185
717: 288, 300, 461, 701, 295
718: 425, 227, 603, 65, 225
719: 1412, 959, 2343, 2342, 917
720: 706, 1369, 562, 917, 1372
721: 154, 227, 199, 222, 440
722: 289, 318, 333, 291, 498
723: 295, 291, 292, 257, 306
725: 154, 227, 1412, 238, 1098
726: 2102, 89, 67, 289, 292
727: 227, 163, 154, 735, 9834
728: 190, 441, 154, 59, 203
729: 1300, 72, 227, 190, 154
730: 288, 466, 701, 291, 306
731: 198, 918, 1369, 843, 707
732: 300, 306, 461, 325, 302
733: 300, 461, 344, 687, 229
734: 65, 429, 228, 207, 229
735: 163, 1369, 1358, 2342, 227
736: 306, 330, 289, 466, 89
737: 163, 159, 436, 190, 868
738: 841, 1372, 868, 959, 843
739: 289, 701, 89, 67, 292
741: 498, 230, 486, 412, 1246
742: 289, 89, 288, 295, 548
743: 288, 289, 333, 292, 300
744: 300, 292, 461, 333, 344
745: 55, 292, 67, 89, 1579
746: 497, 1854, 808, 377, 1145
747: 779, 1180, 498, 537, 2210
749: 295, 291, 701, 333, 344
750: 154, 190, 173, 614, 159
751: 1186, 497, 190, 540, 517
752: 805, 1541, 779, 1188, 1853
753: 706, 707, 2343, 163, 952
754: 163, 511, 1412, 533, 212
756: 173, 424, 533, 969, 226
757: 300, 306, 67, 328, 349
758: 89, 173, 377, 229, 182
759: 190, 229, 689, 65, 424
760: 230, 65, 982, 486, 439
761: 993, 998, 1001, 1892, 98
762: 72, 159, 67, 153, 880
763: 498, 1180, 1672, 2956, 1874
764: 227, 163, 1412, 735, 599
765: 154, 433, 2535, 231, 3691
767: 72, 159, 1379, 67, 59
768: 288, 498, 89, 300, 292
769: 154, 229, 65, 190, 228
770: 300, 288, 299, 466, 257
771: 1613, 475, 2179, 2916, 271
772: 917, 2343, 732, 707, 706
773: 1412, 233, 1974, 982, 959
776: 198, 779, 1044, 377, 839
777: 59, 89, 153, 1001, 1014
778: 295, 333, 299, 302, 461
779: 72, 959, 55, 1713, 1412
780: 55, 701, 289, 2083, 67
781: 288, 461, 291, 498, 352
782: 748, 154, 616, 238, 744
784: 622, 429, 418, 433, 3693
785: 207, 163, 533, 203, 190
786: 190, 72, 229, 779, 377
787: 498, 209, 230, 333, 228
788: 511, 227, 735, 959, 193
789: 292, 288, 89, 289, 207
790: 300, 89, 461, 333, 466
791: 1090, 190, 154, 429, 227
792: 498, 497, 1044, 1406, 930
793: 295, 701, 302, 525, 299
794: 234, 203, 65, 982, 190
795: 288, 306, 295, 299, 291
797: 288, 289, 701, 295, 466
798: 841, 707, 917, 918, 12
799: 72, 599, 159, 429, 3201
800: 918, 707, 1358, 1412, 1372
801: 67, 55, 227, 289, 1847
802: 59, 72, 1001, 1713, 880
804: 295, 89, 55, 318, 302
805: 2677, 2668, 533, 603, 190
806: 67, 173, 154, 701, 72
807: 89, 2094, 1857, 2086, 9089
808: 289, 89, 295, 310, 302
809: 292, 289, 701, 302, 498
810: 190, 300, 230, 163, 2321
812: 813, 2379, 503, 917, 816
813: 173, 1424, 207, 70, 190
814: 466, 289, 295, 344, 686
815: 498, 299, 461, 67, 257
816: 288, 67, 299, 498, 333
817: 190, 229, 227, 65, 228
818: 227, 424, 533, 228, 540
819: 257, 306, 318, 302, 461
820: 227, 1414, 1416, 2624, 13928
821: 207, 227, 511, 716, 229
822: 331, 2923, 249, 1613, 1963
823: 486, 190, 230, 412, 808
824: 227, 207, 424, 1090, 441
825: 903, 65, 1239, 228, 229
826: 288, 292, 498, 295, 701
827: 706, 1412, 917, 1369, 1358
828: 1412, 1360, 706, 917, 707
829: 199, 225, 227, 190, 65
830: 292, 349, 464, 686, 544
831: 159, 72, 227, 187, 163
832: 707, 957, 163, 843, 176
834: 498, 1513, 198, 190, 1645
835: 1249, 1412, 959, 1369, 918
836: 295, 288, 89, 300, 289
837: 418, 772, 154, 744, 2673
838: 53, 81, 444, 65, 190
839: 498, 808, 503, 1672, 378
840: 436, 1412, 227, 706, 959
841: 412, 966, 488, 540, 209
842: 249, 1640, 1620, 3227, 1948
843: 1186, 227, 4184, 198, 4198
844: 498, 466, 377, 486, 1045
845: 1369, 163, 1527, 953, 1360
