260: 55, 300, 295, 288, 289 
261: 15046, 15047, 4938, 15044, 779 
262: 6651, 6652, 3512, 188, 4270 
263: 59, 993, 1014, 998, 72 
264: 67, 997, 193, 998, 59 
265: 517, 813, 805, 1541, 198 
266: 173, 72, 227, 154, 65 
267: 701, 295, 344, 333, 466 
268: 1358, 1369, 2343, 4460, 1808 
269: 220, 533, 72, 154, 227 
270: 424, 228, 154, 432, 207 
271: 67, 325, 291, 466, 295 
273: 377, 537, 500, 1853, 1180 
274: 5563, 379, 5572, 2086, 413 
275: 993, 1019, 997, 51, 72 
277: 65, 1315, 207, 173, 190 
278: 299, 461, 302, 295, 288 
279: 5127, 14853, 4824, 1541, 2621 
280: 300, 298, 55, 288, 289 
281: 1372, 1803, 706, 1366, 1360 
282: 1415, 2347, 735, 918, 706 
283: 4113, 17956, 603, 12868, 238 
284: 12390, 12391, 12389, 12299, 707 
285: 163, 190, 1412, 1249, 227 
286: 67, 299, 349, 466, 89 
288: 228, 207, 154, 234, 227 
289: 540, 209, 333, 207, 230 
290: 187, 998, 1014, 59, 72 
291: 89, 292, 466, 289, 288 
292: 212, 1413, 1372, 562, 163 
293: 209, 89, 230, 300, 333 
294: 5361, 9356, 5343, 5342, 5327 
295: 928, 724, 947, 1257, 1369 
296: 14479, 14480, 7235, 14478, 8309 
297: 229, 228, 418, 424, 207 
298: 65, 190, 424, 228, 229 
299: 190, 292, 300, 288, 229 
300: 918, 1412, 163, 1249, 227 
301: 55, 306, 701, 67, 466 
302: 349, 291, 67, 461, 295 
303: 1372, 735, 1369, 234, 163 
304: 1072, 59, 227, 229, 154 
305: 291, 349, 67, 333, 295 
306: 1014, 173, 1061, 1001, 190 
307: 5343, 5329, 5325, 5359, 5350 
308: 1249, 1360, 1369, 1358, 706 
310: 349, 299, 701, 295, 289 
311: 229, 65, 207, 227, 154 
312: 409, 1918, 375, 2117, 1904 
313: 2838, 841, 707, 918, 1358 
314: 292, 498, 289, 288, 89 
315: 333, 67, 288, 289, 65 
316: 233, 234, 7, 190, 978 
317: 1415, 599, 1372, 234, 1412 
318: 701, 333, 295, 292, 288 
319: 4822, 4213, 840, 412, 4821 
320: 12683, 3585, 2445, 2455, 2468 
321: 198, 1527, 1372, 843, 707 
322: 333, 302, 461, 295, 292 
324: 1249, 176, 2347, 2343, 841 
325: 1326, 1299, 1327, 1331, 1292 
326: 302, 466, 701, 300, 289 
327: 55, 461, 701, 306, 292 
328: 300, 498, 228, 229, 154 
329: 349, 466, 306, 300, 292 
330: 318, 291, 302, 292, 288 
331: 333, 461, 292, 466, 288 
332: 701, 295, 89, 288, 289 
333: 257, 291, 461, 466, 89 
334: 65, 228, 229, 533, 154 
335: 306, 302, 333, 701, 466 
336: 7, 65, 1104, 233, 154 
337: 1337, 947, 918, 1527, 1257 
338: 952, 4460, 1810, 5004, 4165 
339: 679, 344, 325, 55, 67 
340: 257, 291, 349, 55, 300 
341: 10561, 1953, 10516, 10549, 1969 
342: 424, 1090, 229, 533, 65 
343: 3476, 163, 918, 1372, 1369 
344: 8150, 12973, 5050, 3893, 599 
345: 89, 227, 65, 207, 229 
346: 288, 228, 65, 154, 227 
347: 497, 1672, 808, 1854, 498 
348: 333, 295, 292, 300, 289 
349: 6011, 5967, 1541, 6012, 2192 
350: 344, 257, 299, 302, 300 
351: 461, 466, 288, 289, 89 
352: 349, 55, 291, 461, 288 
353: 291, 67, 299, 302, 701 
354: 67, 291, 333, 302, 306 
355: 701, 306, 498, 295, 333 
356: 5965, 5970, 1188, 4168, 2210 
357: 225, 190, 173, 65, 227 
358: 190, 229, 65, 207, 154 
359: 1891, 1895, 1027, 51, 997 
360: 6399, 6401, 6392, 6393, 6395 
361: 344, 325, 306, 466, 300 
362: 289, 377, 300, 333, 89 
363: 412, 486, 230, 198, 377 
364: 439, 429, 599, 225, 735 
365: 13947, 13948, 1120, 13910, 11784 
366: 440, 159, 203, 225, 199 
367: 65, 486, 229, 190, 230 
368: 3294, 2542, 199, 154, 1964 
369: 425, 190, 228, 227, 154 
370: 429, 229, 190, 65, 227 
371: 4229, 3830, 460, 3840, 1072 
372: 486, 198, 2843, 497, 1854 
375: 55, 306, 701, 466, 292 
376: 918, 1372, 2342, 1360, 917 
377: 957, 923, 1358, 843, 707 
378: 599, 1369, 868, 707, 511 
380: 701, 55, 300, 349, 292 
382: 1641, 1959, 267, 276, 1640 
383: 292, 288, 289, 300, 89 
385: 302, 701, 295, 292, 289 
386: 220, 234, 227, 917, 706 
387: 257, 292, 295, 89, 289 
388: 1044, 2014, 1339, 707, 190 
390: 325, 291, 349, 306, 288 
391: 497, 816, 537, 500, 209 
392: 291, 466, 333, 295, 300 
393: 599, 229, 163, 533, 154 
394: 4471, 4484, 220, 706, 227 
395: 1358, 2744, 923, 1044, 707 
396: 190, 70, 1061, 1072, 72 
397: 1072, 51, 59, 187, 159 
398: 65, 229, 429, 190, 424 
399: 325, 67, 349, 306, 461 
400: 349, 299, 302, 333, 461 
401: 288, 486, 300, 333, 377 
402: 2347, 163, 1249, 918, 707 
403: 306, 701, 295, 333, 292 
404: 1246, 540, 1180, 1866, 498 
405: 302, 701, 306, 292, 288 
406: 4784, 917, 1113, 1134, 152 
407: 4030, 4033, 4023, 72, 154 
408: 1048, 190, 229, 154, 424 
409: 466, 295, 300, 288, 289 
410: 498, 10923, 10920, 10922, 1201 
411: 6905, 2227, 6620, 267, 8164 
412: 302, 333, 466, 288, 289 
413: 333, 701, 300, 89, 289 
414: 291, 306, 701, 300, 89 
415: 344, 67, 461, 295, 289 
416: 6964, 6965, 22, 3536, 6962 
417: 325, 257, 67, 466, 288 
418: 65, 229, 199, 217, 227 
419: 701, 466, 349, 300, 292 
420: 89, 288, 295, 289, 292 
421: 461, 299, 349, 67, 701 
423: 999, 1001, 1027, 59, 998 
424: 188, 1360, 1369, 503, 918 
425: 352, 679, 67, 55, 291 
426: 7013, 744, 1098, 154, 1418 
427: 209, 1197, 687, 498, 412 
428: 68, 193, 1027, 1019, 51 
430: 1027, 1014, 1892, 1001, 998 
431: 163, 706, 230, 1090, 234 
432: 540, 230, 209, 1180, 412 
433: 198, 707, 841, 2961, 1214 
434: 429, 227, 199, 2424, 154 
435: 1185, 2621, 2210, 1180, 816 
436: 163, 234, 154, 159, 227 
437: 344, 291, 295, 292, 300 
438: 4875, 49, 1292, 34, 1294 
439: 1952, 2919, 2236, 6621, 2924 
440: 196, 418, 622, 199, 154 
441: 227, 173, 207, 190, 154 
442: 1072, 1019, 998, 59, 51 
443: 17980, 17981, 17978, 2314, 8239 
444: 6652, 6653, 6651, 3512, 6649 
446: 533, 75, 190, 51, 159 
447: 11521, 11522, 5343, 9356, 5361 
449: 841, 706, 918, 1360, 1358 
450: 868, 735, 188, 707, 1412 
451: 291, 325, 302, 292, 466 
452: 1004, 1892, 193, 59, 993 
453: 599, 72, 424, 207, 533 
454: 12506, 12507, 12504, 2686, 3530 
455: 1312, 30, 4871, 154, 72 
456: 466, 292, 461, 300, 289 
457: 706, 707, 1350, 928, 917 
458: 295, 292, 300, 289, 89 
459: 724, 4165, 1360, 841, 732 
460: 173, 190, 65, 207, 227 
461: 288, 55, 227, 289, 89 
462: 615, 212, 441, 199, 434 
463: 8361, 67, 89, 4918, 518 
464: 154, 1048, 227, 228, 207 
465: 225, 173, 228, 424, 227 
466: 291, 55, 701, 295, 288 
467: 8772, 8774, 8769, 8771, 8770 
468: 72, 89, 959, 67, 227 
469: 503, 930, 163, 198, 918 
470: 349, 302, 701, 466, 292 
471: 212, 190, 706, 562, 234 
472: 302, 701, 292, 289, 89 
473: 55, 333, 466, 701, 300 
474: 65, 292, 288, 289, 89 
475: 199, 173, 1090, 154, 190 
476: 1048, 225, 65, 227, 207 
477: 344, 291, 349, 55, 300 
478: 4839, 4836, 4829, 4835, 4845 
479: 325, 333, 300, 295, 289 
480: 61, 999, 68, 51, 997 
481: 333, 466, 300, 288, 89 
482: 207, 333, 288, 289, 65 
484: 3828, 234, 227, 154, 3840 
485: 632, 9448, 227, 13400, 13399 
486: 325, 461, 299, 466, 288 
487: 292, 89, 289, 461, 288 
488: 234, 190, 228, 163, 533 
489: 917, 220, 154, 1369, 1412 
490: 65, 227, 300, 229, 190 
491: 1522, 1344, 1525, 918, 917 
492: 65, 190, 599, 163, 154 
493: 173, 51, 75, 154, 227 
494: 291, 295, 466, 300, 288 
495: 67, 461, 466, 89, 288 
496: 43, 32, 50, 11192, 72 
497: 299, 349, 461, 333, 292 
498: 333, 466, 701, 67, 289 
499: 724, 1249, 1369, 917, 707 
500: 4865, 2670, 756, 772, 2671 
501: 55, 701, 466, 300, 288 
502: 461, 67, 701, 55, 89 
503: 302, 461, 333, 67, 466 
504: 295, 498, 292, 461, 289 
506: 72, 4871, 24, 154, 32 
507: 10716, 5245, 229, 424, 154 
508: 9836, 9833, 3149, 9834, 9839 
509: 230, 209, 500, 1854, 486 
510: 306, 300, 89, 292, 289 
511: 225, 190, 234, 207, 227 
512: 493, 497, 198, 488, 377 
513: 65, 190, 424, 227, 154 
514: 325, 306, 295, 292, 289 
515: 429, 229, 225, 65, 227 
516: 67, 333, 288, 498, 289 
517: 418, 618, 199, 622, 440 
518: 318, 291, 299, 325, 302 
519: 1369, 957, 843, 1358, 707 
520: 1001, 75, 173, 59, 1713 
521: 190, 481, 1043, 412, 540 
523: 229, 429, 1090, 207, 154 
525: 412, 486, 1186, 377, 1180 
526: 377, 706, 917, 498, 234 
527: 333, 701, 306, 295, 300 
529: 5172, 3470, 1412, 1372, 1369 
530: 227, 190, 229, 65, 154 
531: 257, 67, 349, 333, 466 
532: 209, 1035, 1180, 816, 1043 
533: 2391, 292, 8848, 289, 2390 
534: 302, 55, 701, 89, 288 
535: 333, 295, 300, 288, 289 
536: 306, 466, 295, 67, 300 
537: 344, 302, 333, 461, 295 
538: 325, 257, 344, 67, 349 
539: 154, 173, 59, 187, 190 
540: 1001, 159, 1886, 997, 51 
541: 1426, 607, 959, 917, 227 
542: 295, 300, 89, 292, 288 
543: 72, 228, 424, 227, 207 
544: 6756, 418, 190, 229, 154 
545: 461, 295, 466, 292, 300 
546: 843, 1360, 920, 821, 707 
547: 735, 234, 562, 868, 154 
548: 2765, 13679, 13677, 1521, 1260 
549: 735, 1358, 706, 1412, 1372 
550: 1261, 1372, 1337, 954, 918 
551: 292, 377, 333, 300, 289 
552: 12843, 12844, 12841, 12840, 12842 
553: 701, 466, 55, 306, 89 
555: 55, 67, 306, 349, 466 
556: 225, 227, 190, 229, 154 
557: 1321, 487, 1312, 1295, 9 
558: 295, 289, 55, 292, 67 
559: 212, 533, 562, 1412, 154 
560: 599, 190, 173, 159, 154 
561: 4566, 6562, 8603, 8606, 3318 
562: 3590, 2449, 3593, 3583, 2457 
563: 11917, 2842, 6958, 2864, 11885 
565: 441, 154, 1001, 51, 59 
566: 1323, 1304, 1312, 1334, 1321 
567: 229, 425, 207, 615, 154 
568: 190, 65, 159, 154, 227 
569: 344, 294, 299, 291, 333 
570: 6620, 2916, 2241, 6619, 2179 
571: 302, 466, 55, 300, 288 
572: 349, 333, 299, 306, 300 
573: 331, 1641, 2252, 2919, 267 
574: 209, 378, 1246, 412, 1672 
575: 65, 190, 292, 300, 295 
576: 18315, 18316, 4860, 18314, 10659 
577: 511, 227, 229, 65, 173 
578: 464, 289, 89, 288, 333 
579: 2379, 1527, 12, 918, 917 
580: 707, 198, 227, 190, 412 
581: 306, 257, 349, 300, 701 
582: 2187, 849, 1541, 2586, 825 
583: 486, 377, 1185, 500, 209 
584: 295, 288, 461, 292, 289 
585: 4570, 1090, 228, 154, 229 
586: 18727, 18728, 10894, 18726, 18725 
587: 808, 978, 1672, 1044, 707 
589: 302, 306, 333, 289, 288 
590: 344, 701, 333, 295, 292 
592: 292, 288, 295, 289, 89 
593: 325, 295, 89, 292, 289 
594: 220, 377, 917, 234, 1412 
595: 1372, 706, 2342, 1342, 1360 
596: 997, 998, 51, 59, 159 
598: 461, 306, 67, 701, 295 
601: 17980, 17981, 8239, 17978, 9048 
602: 3826, 11614, 11612, 10890, 11613 
603: 228, 234, 227, 207, 154 
604: 257, 466, 701, 55, 300 
605: 173, 424, 228, 65, 190 
606: 207, 707, 234, 227, 163 
607: 10894, 8323, 8320, 8322, 8326 
608: 1415, 5438, 5431, 5430, 5435 
609: 302, 701, 306, 466, 89 
611: 15238, 154, 229, 72, 64 
612: 466, 67, 292, 295, 300 
613: 163, 562, 154, 735, 227 
614: 808, 1672, 498, 486, 377 
616: 198, 1337, 1358, 1257, 1360 
617: 701, 306, 300, 89, 289 
618: 4897, 4899, 4894, 4890, 4892 
619: 425, 1048, 225, 424, 154 
620: 55, 461, 701, 295, 466 
621: 701, 461, 466, 333, 89 
622: 207, 533, 199, 229, 190 
623: 707, 562, 607, 1412, 163 
624: 173, 65, 154, 227, 190 
625: 2536, 3884, 199, 429, 154 
627: 1350, 707, 1358, 918, 957 
628: 429, 173, 228, 1090, 227 
629: 190, 229, 228, 533, 424 
631: 1090, 65, 163, 220, 154 
632: 679, 55, 701, 300, 289 
633: 500, 12027, 190, 412, 198 
634: 292, 466, 461, 288, 289 
635: 229, 599, 190, 163, 154 
636: 306, 466, 302, 300, 89 
637: 227, 707, 1369, 1412, 706 
638: 306, 67, 466, 89, 289 
639: 16725, 16726, 6547, 8144, 1405 
640: 2343, 1639, 707, 1369, 1372 
641: 466, 288, 300, 89, 498 
642: 5660, 582, 8111, 8126, 11885 
643: 190, 599, 72, 227, 154 
644: 533, 1090, 173, 418, 207 
645: 7839, 7840, 7836, 67, 2051 
646: 349, 291, 306, 292, 466 
647: 7377, 11571, 227, 225, 154 
649: 706, 188, 841, 923, 821 
650: 173, 207, 89, 498, 65 
651: 349, 306, 300, 292, 289 
652: 234, 1118, 707, 190, 198 
654: 152, 1131, 377, 154, 163 
655: 306, 300, 89, 292, 289 
656: 187, 1001, 193, 999, 51 
657: 409, 173, 154, 229, 1090 
658: 65, 190, 159, 1014, 59 
659: 55, 300, 89, 295, 288 
660: 5727, 5729, 5724, 4765, 5725 
661: 14246, 14247, 2307, 8429, 8230 
662: 461, 288, 289, 89, 498 
663: 17879, 5094, 10226, 3487, 5089 
664: 227, 429, 615, 3691, 199 
665: 187, 207, 227, 190, 159 
666: 59, 154, 173, 599, 1083 
667: 318, 55, 299, 333, 461 
668: 377, 198, 227, 917, 234 
669: 701, 306, 295, 292, 289 
670: 425, 89, 227, 190, 424 
671: 461, 295, 300, 289, 288 
672: 1180, 1853, 2210, 498, 816 
673: 190, 230, 220, 377, 498 
674: 333, 701, 295, 89, 466 
675: 461, 302, 701, 292, 288 
676: 163, 1372, 918, 1360, 1412 
677: 918, 3509, 28, 1358, 841 
678: 377, 230, 1412, 163, 220 
679: 302, 55, 701, 289, 288 
680: 701, 349, 333, 295, 289 
681: 65, 207, 227, 377, 190 
682: 291, 325, 302, 701, 292 
683: 1004, 999, 1891, 1006, 998 
684: 257, 299, 333, 701, 89 
685: 1360, 234, 917, 706, 163 
686: 75, 153, 1014, 187, 59 
687: 441, 227, 866, 875, 159 
688: 292, 288, 333, 289, 300 
689: 349, 299, 302, 295, 289 
690: 679, 325, 349, 302, 295 
691: 302, 55, 306, 67, 300 
692: 4348, 599, 735, 959, 733 
693: 199, 227, 618, 11416, 154 
694: 1001, 441, 1014, 599, 159 
695: 10192, 10198, 9339, 511, 227 
696: 707, 724, 1369, 163, 706 
697: 5325, 5350, 5346, 756, 772 
698: 302, 55, 300, 89, 289 
699: 163, 959, 1412, 918, 724 
700: 701, 292, 466, 89, 300 
701: 67, 349, 701, 466, 289 
702: 701, 349, 466, 300, 288 
703: 257, 302, 701, 89, 292 
704: 289, 6618, 6630, 6627, 288 
705: 466, 295, 333, 288, 289 
706: 821, 4612, 1131, 503, 917 
707: 289, 9428, 8311, 4369, 9351 
708: 6576, 3523, 1223, 882, 10673 
709: 707, 2342, 1412, 706, 1360 
710: 203, 51, 173, 429, 227 
711: 1372, 918, 1358, 1249, 732 
712: 1375, 229, 533, 225, 154 
713: 461, 291, 466, 299, 289 
714: 599, 5918, 59, 1083, 72 
715: 1412, 706, 707, 1360, 918 
716: 1185, 500, 1180, 1188, 816 
717: 461, 701, 300, 295, 288 
718: 757, 229, 425, 81, 65 
719: 707, 1360, 2342, 917, 1412 
720: 562, 1372, 917, 1369, 706 
721: 2424, 622, 199, 227, 154 
722: 291, 299, 461, 333, 289 
723: 257, 291, 306, 295, 292 
725: 959, 159, 238, 227, 1412 
726: 5089, 374, 2086, 2111, 2102 
727: 9836, 9843, 3149, 9834, 9833 
728: 441, 227, 225, 190, 154 
729: 227, 72, 1303, 1300, 190 
730: 302, 306, 701, 466, 288 
731: 841, 918, 198, 843, 707 
732: 349, 461, 302, 306, 300 
733: 461, 344, 288, 289, 300 
734: 225, 1418, 199, 207, 65 
735: 841, 288, 724, 1358, 1369 
736: 292, 300, 306, 89, 289 
737: 198, 207, 706, 190, 163 
738: 843, 732, 724, 841, 1372 
739: 288, 67, 292, 89, 289 
741: 300, 89, 486, 230, 498 
742: 703, 288, 289, 548, 89 
743: 295, 300, 292, 288, 289 
744: 295, 461, 292, 333, 300 
745: 1579, 1581, 1572, 1577, 1578 
746: 377, 1854, 500, 488, 497 
747: 2621, 2210, 1180, 805, 779 
749: 291, 306, 701, 333, 295 
750: 1090, 173, 227, 190, 154 
751: 1186, 198, 497, 1672, 190 
752: 805, 1541, 1853, 1188, 779 
753: 176, 952, 1358, 1808, 706 
754: 1412, 511, 212, 154, 163 
756: 173, 709, 225, 533, 424 
757: 333, 349, 67, 306, 300 
758: 333, 154, 377, 229, 89 
759: 288, 289, 65, 229, 190 
760: 1246, 333, 1672, 486, 230 
761: 1027, 187, 1001, 993, 998 
762: 173, 59, 1001, 159, 72 
763: 209, 707, 198, 498, 1672 
764: 735, 1412, 163, 154, 227 
765: 225, 3691, 1964, 231, 154 
767: 289, 75, 89, 67, 72 
768: 291, 292, 89, 300, 288 
769: 159, 65, 229, 154, 190 
770: 349, 333, 466, 300, 288 
771: 2179, 6900, 2916, 271, 1613 
772: 2343, 707, 2787, 732, 917 
773: 207, 65, 707, 190, 1412 
776: 1672, 823, 839, 805, 198 
777: 51, 153, 1072, 59, 159 
778: 306, 333, 461, 302, 295 
779: 72, 300, 292, 295, 288 
780: 288, 55, 289, 72, 67 
781: 55, 67, 291, 461, 288 
782: 5043, 2691, 616, 2605, 748 
784: 222, 225, 618, 418, 622 
785: 190, 533, 65, 207, 163 
